"var","label","labels"
"qg8_s_1","实物福利","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:免费早/中/晚餐, 2:免费住宿, 3:单位配车/班车, 4:购物卡/购物券, 77:其他, 78:以上都没有"
"qg8_s_2","实物福利","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:免费早/中/晚餐, 2:免费住宿, 3:单位配车/班车, 4:购物卡/购物券, 77:其他, 78:以上都没有"
"qg8_s_3","实物福利","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:免费早/中/晚餐, 2:免费住宿, 3:单位配车/班车, 4:购物卡/购物券, 77:其他, 78:以上都没有"
"qg8_s_4","实物福利","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:免费早/中/晚餐, 2:免费住宿, 3:单位配车/班车, 4:购物卡/购物券, 77:其他, 78:以上都没有"
"qg8_a_1","实物福利：是否提供免费早/中/晚餐","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg8_a_2","实物福利：是否提供免费住宿","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg8_a_3","实物福利：是否提供单位配车/班","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg8_a_4","实物福利：是否提供购物卡/购物券","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg8_a_77","实物福利：是否提供其他","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg8_a_78","实物福利：是否以上都没有","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg801_a_1","每月实物福利（元）-免费早/中/晚餐","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg801_a_2","每月福利金额（元）-免费住宿","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg801_a_3","每月福利金额（元）-单位配车/班车","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg801_a_4","每月福利金额（元）-购物卡/购物券","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg801_a_5","每月福利金额（元）-其他","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg9_s_1","工作保障","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:养老保险, 2:医疗保险, 3:失业保险, 4:工伤保险, 5:生育保险, 78:以上都没有"
"qg9_s_2","工作保障","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:养老保险, 2:医疗保险, 3:失业保险, 4:工伤保险, 5:生育保险, 78:以上都没有"
"qg9_s_3","工作保障","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:养老保险, 2:医疗保险, 3:失业保险, 4:工伤保险, 5:生育保险, 78:以上都没有"
"qg9_s_4","工作保障","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:养老保险, 2:医疗保险, 3:失业保险, 4:工伤保险, 5:生育保险, 78:以上都没有"
"qg9_s_5","工作保障","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:养老保险, 2:医疗保险, 3:失业保险, 4:工伤保险, 5:生育保险, 78:以上都没有"
"qg9_a_1","工作保障：是否提供养老保险","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg9_a_2","工作保障：是否提供医疗保险","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg9_a_3","工作保障：是否提供失业保险","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg9_a_4","工作保障：是否提供工伤保险","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg9_a_5","工作保障：是否提供生育保险","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg9_a_78","工作保障：是否以上都没有","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg901","每月个人缴费额(元)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg10","是否提供住房公积金","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg1001","公积金缴纳数额(元/月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg11","每月税后工资(元/月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg1101","税后年终奖(元/年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg1102","税后奖金(元/月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg12","工作总收入(元/年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg1201_min","工作总收入区间最低值","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg1201_max","工作总收入区间最高值","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"incomea","过去12个月所有一般工作的税后工资性收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"incomeb","过去12个月主要工作税后工资性收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"income","过去12个月所有工作（主要工作+一般工作）的税后工资性收入","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kg13a_s_1","所有求职渠道","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:自己直接与用人单位联系, 2:职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会, 3:国家分配/组织调动, 4:亲属、朋友或熟人介绍, 5:学校就业指导机构，或学校推荐, 6:其他, 77:其他"
"kg13a_s_2","所有求职渠道","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:自己直接与用人单位联系, 2:职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会, 3:国家分配/组织调动, 4:亲属、朋友或熟人介绍, 5:学校就业指导机构，或学校推荐, 6:其他, 77:其他"
"kg13a_s_3","所有求职渠道","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:自己直接与用人单位联系, 2:职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会, 3:国家分配/组织调动, 4:亲属、朋友或熟人介绍, 5:学校就业指导机构，或学校推荐, 6:其他, 77:其他"
"kg13a_s_4","所有求职渠道","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:自己直接与用人单位联系, 2:职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会, 3:国家分配/组织调动, 4:亲属、朋友或熟人介绍, 5:学校就业指导机构，或学校推荐, 6:其他, 77:其他"
"kg13a_a_1","求职渠道：是否自己直接与用人单位联系","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kg13a_a_2","求职渠道：是否职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kg13a_a_3","求职渠道：是否国家分配/组织调动","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kg13a_a_4","求职渠道：是否亲属、朋友或熟人介绍","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kg13a_a_5","求职渠道：是否学校就业指导机构，或学校推荐","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kg13a_a_77","求职渠道：是否选择其他","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"kg1301","获得工作主要渠道","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:自己直接与用人单位联系, 2:职业介绍机构、招聘广告、自己登求职广告，或参加人才交流会/招聘会, 3:国家分配/组织调动, 4:亲属、朋友或熟人介绍, 5:学校就业指导机构，或学校推荐, 6:其他, 77:其他"
"kg1302","胜任工作的教育程度","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 3:小学, 4:初中, 5:高中/中专/技校/职高, 6:大专, 7:本科, 8:硕士, 9:博士, 11:不必念书"
"qg1303","是否获得他人帮助","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg1304","帮助大小","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:非常大, 2:一般大, 3:不是很大"
"qg1305","与帮助者关系","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:父母, 2:祖父母/外祖父母, 3:兄弟姐妹, 4:岳父母/公公婆婆, 5:其他亲戚, 6:朋友, 7:同学, 8:一般同事, 77:其他"
"qg14","行政管理职务","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg1401code","QG1401行政管理职务编码","-10:无法判断, -9:缺失, -8:不适用, -7:无法分类, -2:拒绝回答, -1:不知道, 0:无职务, 1:公共部门基层行政/管理职务, 2:市场部门基层行政/管理职务, 3:公共部门中层行政/管理职务, 4:市场部门中层行政/管理职务, 5:公共部门高层行政/管理职务, 6:市场部门高层行政/管理职务, 7:公共部门顶层行政/管理职务, 8:市场部门顶层行政/管理职务"
"qg15","工作晋级","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:行政职务晋升, 2:技术职称晋升, 3:两项都有, 78:两项都没有, 79:这份工作无更高的职务或等级可供晋升"
"qg1501","希望晋级内容","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:希望获得行政职务晋升, 3:希望获得技术职称晋升, 5:两项都希望, 78:都不希望, 79:情况不适用"
"qg16","工作单位规模(人)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg17","有直接下属","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:没有数据, 1:有, 5:没有, 79:情况不适用"
"qg1701","管理人员规模(人)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg18","使用外语","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg19","使用计算机","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qg20","工作场所",":"
"qg22","生意的主要资金来源","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:家庭自有资金, 2:亲戚朋友的资助或者入股, 3:其他投资人合伙或入股, 4:风险融资, 5:商业贷款, 6:政策性扶持, 77:其它"
"qg1202","工作总收入校验","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:高了, 3:低了, 5:差不多"
"qg1203","非经营税后总收入(元/年)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg1204_min","非经营税后总收入区间最低值（工作总收入校验值）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qg1204_max","非经营税后总收入区间最高值（工作总收入校验值）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"kg23","离职原因","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:单位破产、倒闭、解散, 2:单位裁员或下岗, 3:被解雇或开除, 4:合同到期, 5:季节性或临时性工作结束, 6:生育或其他家庭原因, 7:为寻找别的工作, 8:为接受或上任另一份工作, 9:重返学校学习、进修, 10:退休/离休, 11:疾病或残疾, 12:受新冠肺炎疫情影响, 77:其他"
"qi101","是否办理退休手续","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qi1011","是否办理养老金领取手续","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qi102y","办理手续年份（年）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qi102m","办理手续月份（月）","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qi200","是否有领取离退休金","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qi2001","是否有领取养老保险","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 0:否, 1:是, 79:情况不适用"
"qi202","税后领退休金数额(元/月)","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qi203_max","税后领退休金区间上限","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qi203_min","税后领退休金区间下限","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道"
"qi301_s_1","参保项目","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:离退休后从所在机关或事业单位领取离退休金, 2:基本养老保险, 3:企业补充养老保险, 4:商业养老保险, 5:农村养老保险（老农保）, 6:新型农村社会养老保险（新农保）, 7:城镇居民养老保险, 77:其他, 78:以上都没有"
"qi301_s_2","参保项目","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:离退休后从所在机关或事业单位领取离退休金, 2:基本养老保险, 3:企业补充养老保险, 4:商业养老保险, 5:农村养老保险（老农保）, 6:新型农村社会养老保险（新农保）, 7:城镇居民养老保险, 77:其他, 78:以上都没有"
"qi301_s_3","参保项目","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:离退休后从所在机关或事业单位领取离退休金, 2:基本养老保险, 3:企业补充养老保险, 4:商业养老保险, 5:农村养老保险（老农保）, 6:新型农村社会养老保险（新农保）, 7:城镇居民养老保险, 77:其他, 78:以上都没有"
"qi301_s_4","参保项目","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:离退休后从所在机关或事业单位领取离退休金, 2:基本养老保险, 3:企业补充养老保险, 4:商业养老保险, 5:农村养老保险（老农保）, 6:新型农村社会养老保险（新农保）, 7:城镇居民养老保险, 77:其他, 78:以上都没有"
"qi301_s_5","参保项目","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:离退休后从所在机关或事业单位领取离退休金, 2:基本养老保险, 3:企业补充养老保险, 4:商业养老保险, 5:农村养老保险（老农保）, 6:新型农村社会养老保险（新农保）, 7:城镇居民养老保险, 77:其他, 78:以上都没有"
"qi301_s_6","参保项目","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:离退休后从所在机关或事业单位领取离退休金, 2:基本养老保险, 3:企业补充养老保险, 4:商业养老保险, 5:农村养老保险（老农保）, 6:新型农村社会养老保险（新农保）, 7:城镇居民养老保险, 77:其他, 78:以上都没有"
"qi301_s_7","参保项目","-10:无法判断, -9:缺失, -8:不适用, -2:拒绝回答, -1:不知道, 1:离退休后从所在机关或事业单位领取离退休金, 2:基本养老保险, 3:企业补充养老保险, 4:商业养老保险, 5:农村养老保险（老农保）, 6:新型农村社会养老保险（新农保）, 7:城镇居民养老保险, 77:其他, 78:以上都没有"
